pokedex,og_name,name,generation,height,weight,type1_id,type2_id,ability1_id,ability2_id,ability_hidden_id,color_id,gender_male,gender_female,gender_unknown,egg_steps,egg_group1_id,egg_group2_id,get_rate,base_experience,experience_type,category_id,hp,attack,defence,sp_attack,sp_defence,speed,total,picture_url,created_at,updated_at
256,Combusken,Combusken,3,0.9m,19.5kg,2,13,3,,71,2,87.5,12.5,0,20,4,,45,142,1059860,1,60,85,60,85,60,55,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/256.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
257,Blaziken,Blaziken,3,1.9m,52.0kg,2,13,3,,71,2,87.5,12.5,0,20,4,,45,265,1059860,1,80,120,70,110,70,80,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/257.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
257,Blaziken,Mega Blaziken,3,1.9m,52.0kg,2,13,71,,,2,87.5,12.5,0,20,4,,45,284,1059860,1,80,160,80,130,80,100,630,https://assets.pokemon.com/assets/cms2/img/pokedex/full/257.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
258,Mudkip,Mudkip,3,0.4m,7.6kg,3,,6,,31,4,87.5,12.5,0,20,1,8,45,62,1059860,1,50,70,50,50,50,40,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/258.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
259,Marshtomp,Marshtomp,3,0.7m,28.0kg,3,9,6,,31,4,87.5,12.5,0,20,1,8,45,142,1059860,1,70,85,70,60,70,50,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/259.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
260,Swampert,Swampert,3,1.5m,81.9kg,3,9,6,,31,4,87.5,12.5,0,20,1,8,45,268,1059860,1,100,110,90,85,90,60,535,https://assets.pokemon.com/assets/cms2/img/pokedex/full/260.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
260,Swampert,Mega Swampert,3,1.9m,102.0kg,3,9,58,,,4,87.5,12.5,0,20,1,8,45,286,1059860,1,100,150,110,95,110,70,635,https://assets.pokemon.com/assets/cms2/img/pokedex/full/260.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
261,Poochyena,Poochyena,3,0.5m,13.6kg,6,,15,255,130,10,50,50,0,15,4,,255,56,1000000,1,35,55,35,30,30,35,220,https://assets.pokemon.com/assets/cms2/img/pokedex/full/261.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
262,Mightyena,Mightyena,3,1.0m,37.0kg,6,,17,255,253,10,50,50,0,15,4,,127,147,1000000,1,70,90,70,60,60,70,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/262.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
263,Zigzagoon,Zigzagoon,3,0.4m,17.5kg,5,,28,16,255,6,50,50,0,15,4,,255,56,1000000,1,38,30,41,30,41,60,240,https://assets.pokemon.com/assets/cms2/img/pokedex/full/263.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
263,Zigzagoon,Galarian Zigzagoon,3,0.4m,17.5kg,6,5,28,16,255,5,50,50,0,15,4,,255,56,1000000,1,38,30,41,30,41,60,240,https://assets.pokemon.com/assets/cms2/img/pokedex/full/263.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
264,Linoone,Linoone,3,0.5m,32.5kg,5,,28,16,255,5,50,50,0,15,4,,90,147,1000000,1,78,70,61,50,61,100,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/264.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
264,Linoone,Galarian Linoone,3,0.5m,32.5kg,6,5,28,16,255,5,50,50,0,15,4,,90,147,1000000,1,78,70,61,50,61,100,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/264.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
265,Wurmple,Wurmple,3,0.3m,3.6kg,4,,8,,15,2,50,50,0,15,2,,255,56,1000000,1,45,45,35,20,30,20,195,https://assets.pokemon.com/assets/cms2/img/pokedex/full/265.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
266,Silcoon,Silcoon,3,0.6m,10.0kg,4,,9,,,5,50,50,0,15,2,,120,72,1000000,1,50,35,55,25,25,15,205,https://assets.pokemon.com/assets/cms2/img/pokedex/full/266.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
267,Beautifly,Beautifly,3,1.0m,28.4kg,4,18,11,,109,7,50,50,0,15,2,,45,178,1000000,1,60,70,50,100,50,65,395,https://assets.pokemon.com/assets/cms2/img/pokedex/full/267.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
268,Cascoon,Cascoon,3,0.7m,11.5kg,4,,9,,,8,50,50,0,15,2,,120,72,1000000,1,50,35,55,25,25,15,205,https://assets.pokemon.com/assets/cms2/img/pokedex/full/268.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
269,Dustox,Dustox,3,1.2m,31.6kg,4,7,8,,10,1,50,50,0,15,2,,45,173,1000000,1,60,50,70,50,90,65,385,https://assets.pokemon.com/assets/cms2/img/pokedex/full/269.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
270,Lotad,Lotad,3,0.5m,2.6kg,3,1,58,242,53,1,50,50,0,15,8,7,255,44,1059860,1,40,30,30,40,50,30,220,https://assets.pokemon.com/assets/cms2/img/pokedex/full/270.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
271,Lombre,Lombre,3,1.2m,32.5kg,3,1,58,242,53,1,50,50,0,15,8,7,120,119,1059860,1,60,50,50,60,70,50,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/271.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
272,Ludicolo,Ludicolo,3,1.5m,55.0kg,3,1,58,242,53,1,50,50,0,15,8,7,45,240,1059860,1,80,70,70,90,100,70,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/272.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
273,Seedot,Seedot,3,0.5m,4.0kg,1,,26,56,258,6,50,50,0,15,4,7,255,44,1059860,1,40,40,50,30,30,30,220,https://assets.pokemon.com/assets/cms2/img/pokedex/full/273.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
274,Nuzleaf,Nuzleaf,3,1.0m,28.0kg,1,6,26,56,258,6,50,50,0,15,4,7,120,119,1059860,1,70,70,40,60,40,60,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/274.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
275,Shiftry,Shiftry,3,1.3m,59.6kg,1,6,26,56,258,6,50,50,0,15,4,7,45,240,1059860,1,90,100,60,90,60,80,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/275.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
276,Taillow,Taillow,3,0.3m,2.3kg,5,18,36,,115,4,50,50,0,15,3,,200,54,1059860,1,40,55,30,30,30,85,270,https://assets.pokemon.com/assets/cms2/img/pokedex/full/276.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
277,Swellow,Swellow,3,0.7m,19.8kg,5,18,36,,115,4,50,50,0,15,3,,45,159,1059860,1,60,85,60,75,50,125,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/277.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
278,Wingull,Wingull,3,0.6m,9.5kg,3,18,13,120,242,5,50,50,0,20,8,3,190,54,1000000,1,40,30,30,55,30,85,270,https://assets.pokemon.com/assets/cms2/img/pokedex/full/278.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
279,Pelipper,Pelipper,3,1.2m,28.0kg,3,18,13,103,242,7,50,50,0,20,8,3,45,154,1000000,1,60,50,100,95,70,65,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/279.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
280,Ralts,Ralts,3,0.4m,6.6kg,14,11,34,35,141,5,50,50,0,20,9,12,235,40,1250000,1,28,25,25,45,35,40,198,https://assets.pokemon.com/assets/cms2/img/pokedex/full/280.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
281,Kirlia,Kirlia,3,0.8m,20.2kg,14,11,34,35,141,5,50,50,0,20,9,12,120,97,1250000,1,38,35,35,65,55,50,278,https://assets.pokemon.com/assets/cms2/img/pokedex/full/281.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
282,Gardevoir,Gardevoir,3,1.6m,48.4kg,14,11,34,35,141,5,50,50,0,20,9,12,45,259,1250000,1,68,65,65,125,115,80,518,https://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
282,Gardevoir,Mega Gardevoir,3,1.6m,48.4kg,14,11,82,,,5,50,50,0,20,12,,45,278,1250000,1,68,85,65,165,135,100,618,https://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
283,Surskit,Surskit,3,0.5m,1.7kg,4,3,58,,242,4,50,50,0,15,8,2,200,54,1000000,1,40,30,32,50,52,65,269,https://assets.pokemon.com/assets/cms2/img/pokedex/full/283.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
284,Masquerain,Masquerain,3,0.8m,3.6kg,4,18,17,,211,4,50,50,0,15,8,2,75,159,1000000,1,70,60,62,100,82,80,454,https://assets.pokemon.com/assets/cms2/img/pokedex/full/284.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
285,Shroomish,Shroomish,3,0.4m,4.5kg,1,,27,266,255,6,50,50,0,15,6,7,255,59,1640000,1,60,40,60,40,60,35,295,https://assets.pokemon.com/assets/cms2/img/pokedex/full/285.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
286,Breloom,Breloom,3,1.2m,39.2kg,1,13,27,266,75,1,50,50,0,15,6,7,90,161,1640000,1,60,130,80,60,60,70,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/286.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
287,Slakoth,Slakoth,3,0.8m,24.0kg,5,,83,,,6,50,50,0,15,4,,255,56,1250000,1,60,60,60,35,35,30,280,https://assets.pokemon.com/assets/cms2/img/pokedex/full/287.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
288,Vigoroth,Vigoroth,3,1.4m,46.5kg,5,,32,,,5,50,50,0,15,4,,120,154,1250000,1,80,80,80,55,55,90,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/288.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
289,Slaking,Slaking,3,2.0m,130.5kg,5,,83,,,6,50,50,0,15,4,,45,285,1250000,1,150,160,100,95,65,100,670,https://assets.pokemon.com/assets/cms2/img/pokedex/full/289.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
290,Nincada,Nincada,3,0.5m,5.5kg,4,9,10,,15,10,50,50,0,15,2,,255,53,600000,1,31,45,90,30,30,40,266,https://assets.pokemon.com/assets/cms2/img/pokedex/full/290.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
291,Ninjask,Ninjask,3,0.8m,12.0kg,4,18,71,,246,7,50,50,0,15,2,,120,160,600000,1,61,90,45,50,50,160,456,https://assets.pokemon.com/assets/cms2/img/pokedex/full/291.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
292,Shedinja,Shedinja,3,0.8m,1.2kg,4,16,84,,,6,0,0,100,15,11,,45,83,600000,1,1,90,45,30,30,40,236,https://assets.pokemon.com/assets/cms2/img/pokedex/full/292.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
293,Whismur,Whismur,3,0.6m,16.3kg,5,,51,,130,9,50,50,0,20,1,4,190,48,1059860,1,64,51,23,51,23,28,240,https://assets.pokemon.com/assets/cms2/img/pokedex/full/293.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
294,Loudred,Loudred,3,1.0m,40.5kg,5,,51,,115,4,50,50,0,20,1,4,120,126,1059860,1,84,71,43,71,43,48,360,https://assets.pokemon.com/assets/cms2/img/pokedex/full/294.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
295,Exploud,Exploud,3,1.5m,84.0kg,5,,51,,115,4,50,50,0,20,1,4,45,245,1059860,1,104,91,63,91,73,68,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/295.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
296,Makuhita,Makuhita,3,1.0m,86.4kg,13,,2,36,95,7,75,25,0,20,9,,180,47,1640000,1,72,60,30,20,30,25,237,https://assets.pokemon.com/assets/cms2/img/pokedex/full/296.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
297,Hariyama,Hariyama,3,2.3m,253.8kg,13,,2,36,95,6,75,25,0,20,9,,200,166,1640000,1,144,120,60,40,60,50,474,https://assets.pokemon.com/assets/cms2/img/pokedex/full/297.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
298,Azurill,Azurill,3,0.2m,2.0kg,5,11,2,86,151,4,25,75,0,10,5,,150,38,800000,1,50,20,40,20,40,20,190,https://assets.pokemon.com/assets/cms2/img/pokedex/full/298.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
299,Nosepass,Nosepass,3,1.0m,97.0kg,15,,70,39,74,10,50,50,0,20,11,,255,75,1000000,1,30,45,135,45,90,30,375,https://assets.pokemon.com/assets/cms2/img/pokedex/full/299.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
300,Skitty,Skitty,3,0.6m,11.0kg,5,,23,14,132,9,25,75,0,15,4,6,255,52,800000,1,50,45,45,35,35,50,260,https://assets.pokemon.com/assets/cms2/img/pokedex/full/300.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
301,Delcatty,Delcatty,3,1.1m,32.6kg,5,,23,14,132,8,25,75,0,15,4,6,60,140,800000,1,70,65,65,55,55,90,400,https://assets.pokemon.com/assets/cms2/img/pokedex/full/301.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
302,Sableye,Sableye,3,0.5m,11.0kg,6,16,13,162,101,8,50,50,0,25,9,,45,133,1059860,1,50,75,75,65,65,50,380,https://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
302,Sableye,Mega Sableye,3,0.5m,161.0kg,6,16,85,,,8,50,50,0,25,9,,45,168,1059860,1,50,85,125,85,115,20,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
303,Mawile,Mawile,3,0.6m,11.5kg,12,11,50,17,95,3,50,50,0,20,4,6,45,133,800000,1,50,85,85,55,55,50,380,https://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
303,Mawile,Mega Mawile,3,1.0m,23.5kg,12,11,86,,,3,50,50,0,20,4,6,45,168,800000,1,50,105,125,55,95,50,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
304,Aron,Aron,3,0.4m,60.0kg,12,15,70,38,260,10,50,50,0,35,1,,180,66,1250000,1,50,70,100,40,40,30,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/304.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
305,Lairon,Lairon,3,0.9m,120.0kg,12,15,70,38,260,10,50,50,0,35,1,,90,151,1250000,1,60,90,140,50,50,40,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/305.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
306,Aggron,Aggron,3,2.1m,360.0kg,12,15,70,38,260,10,50,50,0,35,1,,45,265,1250000,1,70,110,180,60,60,50,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
306,Aggron,Mega Aggron,3,2.2m,395.0kg,12,,87,,,10,50,50,0,35,1,,45,284,1250000,1,70,140,230,60,80,50,630,https://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
307,Meditite,Meditite,3,0.6m,11.2kg,13,14,88,,141,4,50,50,0,20,9,,180,56,1000000,1,30,40,55,40,55,60,280,https://assets.pokemon.com/assets/cms2/img/pokedex/full/307.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
308,Medicham,Medicham,3,1.3m,31.5kg,13,14,88,,141,2,50,50,0,20,9,,90,144,1000000,1,60,60,75,60,75,80,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
308,Medicham,Mega Medicham,3,1.3m,31.5kg,13,14,88,,,2,50,50,0,20,9,,90,179,1000000,1,60,100,85,80,85,100,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
309,Electrike,Electrike,3,0.6m,15.2kg,8,,18,54,90,1,50,50,0,20,4,,120,59,1250000,1,40,45,40,65,40,65,295,https://assets.pokemon.com/assets/cms2/img/pokedex/full/309.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
310,Manectric,Manectric,3,1.5m,40.2kg,8,,18,54,90,7,50,50,0,20,4,,45,166,1250000,1,70,75,60,105,60,105,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
310,Manectric,Mega Manectric,3,1.8m,44.0kg,8,,17,,,7,50,50,0,20,4,,45,201,1250000,1,70,75,80,135,80,135,575,https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
311,Plusle,Plusle,3,0.4m,4.2kg,8,,89,,54,7,50,50,0,20,6,,200,142,1000000,1,60,50,40,85,75,95,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
312,Minun,Minun,3,0.4m,4.2kg,8,,90,,63,7,50,50,0,20,6,,200,142,1000000,1,60,40,50,75,85,95,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
313,Volbeat,Volbeat,3,0.7m,17.7kg,4,,59,11,101,10,100,0,0,15,2,9,150,151,600000,1,65,73,75,47,85,85,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
314,Illumise,Illumise,3,0.6m,17.7kg,4,,40,243,101,8,0,100,0,15,2,9,150,151,1640000,1,65,47,75,73,85,85,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
315,Roselia,Roselia,3,0.3m,2.0kg,1,7,55,22,118,1,50,50,0,20,6,7,150,140,1059860,1,50,60,45,100,80,65,400,https://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
316,Gulpin,Gulpin,3,0.4m,10.3kg,7,,91,113,16,1,50,50,0,20,12,,225,60,1640000,1,70,43,53,43,53,40,302,https://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
317,Swalot,Swalot,3,1.7m,80.0kg,7,,91,113,16,8,50,50,0,20,12,,75,163,1640000,1,100,73,83,73,83,55,467,https://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
318,Carvanha,Carvanha,3,0.8m,20.8kg,3,6,92,,71,2,50,50,0,20,13,,225,61,1250000,1,45,90,20,65,20,65,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
319,Sharpedo,Sharpedo,3,1.8m,88.8kg,3,6,92,,71,4,50,50,0,20,13,,60,161,1250000,1,70,120,40,95,40,95,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
319,Sharpedo,Mega Sharpedo,3,2.5m,130.3kg,3,6,93,,,4,50,50,0,20,13,,60,196,1250000,1,70,140,70,110,65,105,560,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
320,Wailmer,Wailmer,3,2.0m,130.0kg,3,,94,40,65,4,50,50,0,40,4,13,125,80,1640000,1,130,70,35,70,35,60,400,https://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
321,Wailord,Wailord,3,14.5m,398.0kg,3,,94,40,65,4,50,50,0,40,4,13,60,175,1640000,1,170,90,45,90,45,60,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
322,Numel,Numel,3,0.7m,24.0kg,2,9,40,108,53,7,50,50,0,20,4,,255,61,1000000,1,60,60,40,65,45,35,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
323,Camerupt,Camerupt,3,1.9m,220.0kg,2,9,77,135,261,2,50,50,0,20,4,,150,161,1000000,1,70,100,70,105,75,40,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
323,Camerupt,Mega Camerupt,3,2.5m,320.5kg,2,9,95,,,2,50,50,0,20,4,,150,196,1000000,1,70,120,100,145,105,20,560,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
324,Torkoal,Torkoal,3,0.5m,80.4kg,2,,96,5,42,6,50,50,0,20,4,,90,165,1000000,1,70,85,140,85,70,20,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
325,Spoink,Spoink,3,0.7m,30.6kg,14,,2,53,16,3,50,50,0,20,4,,255,66,800000,1,60,25,35,70,80,60,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
326,Grumpig,Grumpig,3,0.9m,71.5kg,14,,2,53,16,8,50,50,0,20,4,,60,165,800000,1,80,45,65,90,110,80,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
327,Spinda,Spinda,3,1.1m,5.0kg,5,,53,199,154,6,50,50,0,15,4,9,255,126,800000,1,60,60,60,60,60,60,360,https://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
328,Trapinch,Trapinch,3,0.7m,15.0kg,9,,50,110,95,6,50,50,0,20,2,15,255,58,1059860,1,45,100,45,45,45,10,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
329,Vibrava,Vibrava,3,1.1m,15.3kg,9,17,46,,,1,50,50,0,20,2,15,120,119,1059860,1,50,70,50,50,50,70,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
330,Flygon,Flygon,3,2.0m,82.0kg,9,17,46,,,1,50,50,0,20,2,15,45,260,1059860,1,80,100,80,80,80,100,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
331,Cacnea,Cacnea,3,0.4m,51.3kg,1,,20,,33,1,50,50,0,20,7,9,190,67,1059860,1,50,85,40,85,40,35,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
332,Cacturne,Cacturne,3,1.3m,77.4kg,1,6,20,,33,1,50,50,0,20,7,9,60,166,1059860,1,70,115,60,115,60,55,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/332.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
333,Swablu,Swablu,3,0.4m,1.2kg,5,18,55,,252,4,50,50,0,20,3,15,255,62,600000,1,45,40,60,40,75,50,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/333.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
334,Altaria,Altaria,3,1.1m,20.6kg,17,18,55,,252,4,50,50,0,20,3,15,45,172,600000,1,75,70,90,70,105,80,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
334,Altaria,Mega Altaria,3,1.5m,20.6kg,17,11,82,,,4,50,50,0,20,3,15,45,207,600000,1,75,110,110,110,105,80,590,https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
335,Zangoose,Zangoose,3,1.3m,40.3kg,5,,64,,262,5,50,50,0,20,4,,90,160,600000,1,73,115,60,60,60,90,458,https://assets.pokemon.com/assets/cms2/img/pokedex/full/335.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
336,Seviper,Seviper,3,2.7m,52.5kg,7,,9,,246,3,50,50,0,20,4,15,90,160,1640000,1,73,100,60,100,60,65,458,https://assets.pokemon.com/assets/cms2/img/pokedex/full/336.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
337,Lunatone,Lunatone,3,1.0m,168.0kg,15,14,46,,,7,0,0,100,25,11,,45,161,800000,1,90,55,65,95,85,70,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/337.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
338,Solrock,Solrock,3,1.2m,154.0kg,15,14,46,,,2,0,0,100,25,11,,45,161,800000,1,90,95,85,55,65,70,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/338.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
339,Barboach,Barboach,3,0.4m,1.9kg,3,9,40,110,120,10,50,50,0,20,13,,190,58,1000000,1,50,48,43,46,41,60,288,https://assets.pokemon.com/assets/cms2/img/pokedex/full/339.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
340,Whiscash,Whiscash,3,0.9m,23.6kg,3,9,40,110,120,4,50,50,0,20,13,,75,164,1000000,1,110,78,73,76,71,60,468,https://assets.pokemon.com/assets/cms2/img/pokedex/full/340.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
341,Corphish,Corphish,3,0.6m,11.5kg,3,,50,42,12,2,50,50,0,15,8,10,205,62,1640000,1,43,80,65,50,35,35,308,https://assets.pokemon.com/assets/cms2/img/pokedex/full/341.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
342,Crawdaunt,Crawdaunt,3,1.1m,32.8kg,3,6,50,42,12,2,50,50,0,15,8,10,155,164,1640000,1,63,120,85,90,55,55,468,https://assets.pokemon.com/assets/cms2/img/pokedex/full/342.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
343,Baltoy,Baltoy,3,0.5m,21.5kg,9,14,46,,,6,0,0,100,20,11,,255,60,1000000,1,40,40,55,40,70,55,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/343.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
344,Claydol,Claydol,3,1.5m,108.0kg,9,14,46,,,3,0,0,100,20,11,,90,175,1000000,1,60,70,105,70,120,75,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/344.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
