No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Picture_URL,sus,amogus
312,Minun,Minun,3,0.4m,4.2kg,Electric,,Minus,,Volt Absorb,Yellow,50,50,0,20,Fairy,,200,142,1000000,Ordinary,60,40,50,75,85,95,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
313,Volbeat,Volbeat,3,0.7m,17.7kg,Bug,,Illuminate,Swarm,Prankster,Gray,100,0,0,15,Bug,Human-Like,150,151,600000,Ordinary,65,73,75,47,85,85,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
314,Illumise,Illumise,3,0.6m,17.7kg,Bug,,Oblivious,Tinted Lens,Prankster,Purple,0,100,0,15,Bug,Human-Like,150,151,1640000,Ordinary,65,47,75,73,85,85,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
315,Roselia,Roselia,3,0.3m,2.0kg,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Green,50,50,0,20,Fairy,Grass,150,140,1059860,Ordinary,50,60,45,100,80,65,400,https://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
316,Gulpin,Gulpin,3,0.4m,10.3kg,Poison,,Liquid Ooze,Sticky Hold,Gluttony,Green,50,50,0,20,Amorphous,,225,60,1640000,Ordinary,70,43,53,43,53,40,302,https://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
317,Swalot,Swalot,3,1.7m,80.0kg,Poison,,Liquid Ooze,Sticky Hold,Gluttony,Purple,50,50,0,20,Amorphous,,75,163,1640000,Ordinary,100,73,83,73,83,55,467,https://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
318,Carvanha,Carvanha,3,0.8m,20.8kg,Water,Dark,Rough Skin,,Speed Boost,Red,50,50,0,20,Water2,,225,61,1250000,Ordinary,45,90,20,65,20,65,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
319,Sharpedo,Sharpedo,3,1.8m,88.8kg,Water,Dark,Rough Skin,,Speed Boost,Blue,50,50,0,20,Water2,,60,161,1250000,Ordinary,70,120,40,95,40,95,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
319,Sharpedo,Mega Sharpedo,3,2.5m,130.3kg,Water,Dark,Strong Jaw,,,Blue,50,50,0,20,Water2,,60,196,1250000,Ordinary,70,140,70,110,65,105,560,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
320,Wailmer,Wailmer,3,2.0m,130.0kg,Water,,Water Veil,Oblivious,Pressure,Blue,50,50,0,40,Ground,Water2,125,80,1640000,Ordinary,130,70,35,70,35,60,400,https://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
321,Wailord,Wailord,3,14.5m,398.0kg,Water,,Water Veil,Oblivious,Pressure,Blue,50,50,0,40,Ground,Water2,60,175,1640000,Ordinary,170,90,45,90,45,60,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
322,Numel,Numel,3,0.7m,24.0kg,Fire,Ground,Oblivious,Simple,Own Tempo,Yellow,50,50,0,20,Ground,,255,61,1000000,Ordinary,60,60,40,65,45,35,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
323,Camerupt,Camerupt,3,1.9m,220.0kg,Fire,Ground,Magma Armor,Solid Rock,Anger Point,Red,50,50,0,20,Ground,,150,161,1000000,Ordinary,70,100,70,105,75,40,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
323,Camerupt,Mega Camerupt,3,2.5m,320.5kg,Fire,Ground,Sheer Force,,,Red,50,50,0,20,Ground,,150,196,1000000,Ordinary,70,120,100,145,105,20,560,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
324,Torkoal,Torkoal,3,0.5m,80.4kg,Fire,,White Smoke,Drought,Shell Armor,Brown,50,50,0,20,Ground,,90,165,1000000,Ordinary,70,85,140,85,70,20,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
325,Spoink,Spoink,3,0.7m,30.6kg,Psychic,,Thick Fat,Own Tempo,Gluttony,Black,50,50,0,20,Ground,,255,66,800000,Ordinary,60,25,35,70,80,60,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
326,Grumpig,Grumpig,3,0.9m,71.5kg,Psychic,,Thick Fat,Own Tempo,Gluttony,Purple,50,50,0,20,Ground,,60,165,800000,Ordinary,80,45,65,90,110,80,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
327,Spinda,Spinda,3,1.1m,5.0kg,Normal,,Own Tempo,Tangled Feet,Contrary,Brown,50,50,0,15,Ground,Human-Like,255,126,800000,Ordinary,60,60,60,60,60,60,360,https://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
328,Trapinch,Trapinch,3,0.7m,15.0kg,Ground,,Hyper Cutter,Arena Trap,Sheer Force,Brown,50,50,0,20,Bug,Dragon,255,58,1059860,Ordinary,45,100,45,45,45,10,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
329,Vibrava,Vibrava,3,1.1m,15.3kg,Ground,Dragon,Levitate,,,Green,50,50,0,20,Bug,Dragon,120,119,1059860,Ordinary,50,70,50,50,50,70,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
330,Flygon,Flygon,3,2.0m,82.0kg,Ground,Dragon,Levitate,,,Green,50,50,0,20,Bug,Dragon,45,260,1059860,Ordinary,80,100,80,80,80,100,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
331,Cacnea,Cacnea,3,0.4m,51.3kg,Grass,,Sand Veil,,Water Absorb,Green,50,50,0,20,Grass,Human-Like,190,67,1059860,Ordinary,50,85,40,85,40,35,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
332,Cacturne,Cacturne,3,1.3m,77.4kg,Grass,Dark,Sand Veil,,Water Absorb,Green,50,50,0,20,Grass,Human-Like,60,166,1059860,Ordinary,70,115,60,115,60,55,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/332.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
333,Swablu,Swablu,3,0.4m,1.2kg,Normal,Flying,Natural Cure,,Cloud Nine,Blue,50,50,0,20,Flying,Dragon,255,62,600000,Ordinary,45,40,60,40,75,50,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/333.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
334,Altaria,Altaria,3,1.1m,20.6kg,Dragon,Flying,Natural Cure,,Cloud Nine,Blue,50,50,0,20,Flying,Dragon,45,172,600000,Ordinary,75,70,90,70,105,80,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
334,Altaria,Mega Altaria,3,1.5m,20.6kg,Dragon,Fairy,Pixilate,,,Blue,50,50,0,20,Flying,Dragon,45,207,600000,Ordinary,75,110,110,110,105,80,590,https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
335,Zangoose,Zangoose,3,1.3m,40.3kg,Normal,,Immunity,,Toxic Boost,White,50,50,0,20,Ground,,90,160,600000,Ordinary,73,115,60,60,60,90,458,https://assets.pokemon.com/assets/cms2/img/pokedex/full/335.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
336,Seviper,Seviper,3,2.7m,52.5kg,Poison,,Shed Skin,,Infiltrator,Black,50,50,0,20,Ground,Dragon,90,160,1640000,Ordinary,73,100,60,100,60,65,458,https://assets.pokemon.com/assets/cms2/img/pokedex/full/336.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
337,Lunatone,Lunatone,3,1.0m,168.0kg,Rock,Psychic,Levitate,,,Yellow,0,0,100,25,Mineral,,45,161,800000,Ordinary,90,55,65,95,85,70,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/337.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
338,Solrock,Solrock,3,1.2m,154.0kg,Rock,Psychic,Levitate,,,Red,0,0,100,25,Mineral,,45,161,800000,Ordinary,90,95,85,55,65,70,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/338.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
339,Barboach,Barboach,3,0.4m,1.9kg,Water,Ground,Oblivious,Anticipation,Hydration,Gray,50,50,0,20,Water2,,190,58,1000000,Ordinary,50,48,43,46,41,60,288,https://assets.pokemon.com/assets/cms2/img/pokedex/full/339.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
340,Whiscash,Whiscash,3,0.9m,23.6kg,Water,Ground,Oblivious,Anticipation,Hydration,Blue,50,50,0,20,Water2,,75,164,1000000,Ordinary,110,78,73,76,71,60,468,https://assets.pokemon.com/assets/cms2/img/pokedex/full/340.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
341,Corphish,Corphish,3,0.6m,11.5kg,Water,,Hyper Cutter,Shell Armor,Adaptability,Red,50,50,0,15,Water1,Water3,205,62,1640000,Ordinary,43,80,65,50,35,35,308,https://assets.pokemon.com/assets/cms2/img/pokedex/full/341.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
342,Crawdaunt,Crawdaunt,3,1.1m,32.8kg,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,Red,50,50,0,15,Water1,Water3,155,164,1640000,Ordinary,63,120,85,90,55,55,468,https://assets.pokemon.com/assets/cms2/img/pokedex/full/342.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
343,Baltoy,Baltoy,3,0.5m,21.5kg,Ground,Psychic,Levitate,,,Brown,0,0,100,20,Mineral,,255,60,1000000,Ordinary,40,40,55,40,70,55,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/343.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
344,Claydol,Claydol,3,1.5m,108.0kg,Ground,Psychic,Levitate,,,Black,0,0,100,20,Mineral,,90,175,1000000,Ordinary,60,70,105,70,120,75,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/344.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
345,Lileep,Lileep,3,1.0m,23.8kg,Rock,Grass,Suction Cups,,Storm Drain,Purple,87.5,12.5,0,30,Water3,,45,71,600000,Ordinary,66,41,77,61,87,23,355,https://assets.pokemon.com/assets/cms2/img/pokedex/full/345.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
346,Cradily,Cradily,3,1.5m,60.4kg,Rock,Grass,Suction Cups,,Storm Drain,Green,87.5,12.5,0,30,Water3,,45,173,600000,Ordinary,86,81,97,81,107,43,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/346.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
347,Anorith,Anorith,3,0.7m,12.5kg,Rock,Bug,Battle Armor,,Swift Swim,Gray,87.5,12.5,0,30,Water3,,45,71,600000,Ordinary,45,95,50,40,50,75,355,https://assets.pokemon.com/assets/cms2/img/pokedex/full/347.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
348,Armaldo,Armaldo,3,1.5m,68.2kg,Rock,Bug,Battle Armor,,Swift Swim,Gray,87.5,12.5,0,30,Water3,,45,173,600000,Ordinary,75,125,100,70,80,45,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/348.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
349,Feebas,Feebas,3,0.6m,7.4kg,Water,,Swift Swim,Oblivious,Adaptability,Brown,50,50,0,20,Water1,Dragon,255,40,600000,Ordinary,20,15,20,10,55,80,200,https://assets.pokemon.com/assets/cms2/img/pokedex/full/349.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
350,Milotic,Milotic,3,6.2m,162.0kg,Water,,Marvel Scale,Competitive,Cute Charm,Pink,50,50,0,20,Water1,Dragon,60,189,600000,Ordinary,95,60,79,100,125,81,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/350.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
351,Castform,Castform,3,0.3m,0.8kg,Normal,,Forecast,,,Gray,50,50,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,70,70,70,70,70,70,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
351,Castform,Castform Sunny Form,3,0.3m,0.8kg,Normal,,Forecast,,,Red,50,50,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,70,70,70,70,70,70,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
351,Castform,Castform Rainy Form,3,0.3m,0.8kg,Normal,,Forecast,,,Blue,50,50,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,70,70,70,70,70,70,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
351,Castform,Castform Snowy Form,3,0.3m,0.8kg,Normal,,Forecast,,,White,50,50,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,70,70,70,70,70,70,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
352,Kecleon,Kecleon,3,1.0m,22.0kg,Normal,,Color Change,,Protean,Green,50,50,0,20,Ground,,200,154,1059860,Ordinary,60,90,70,60,120,40,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/352.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
353,Shuppet,Shuppet,3,0.6m,2.3kg,Ghost,,Insomnia,Frisk,Cursed Body,Black,50,50,0,25,Amorphous,,225,59,800000,Ordinary,44,75,35,63,33,45,295,https://assets.pokemon.com/assets/cms2/img/pokedex/full/353.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
354,Banette,Banette,3,1.1m,12.5kg,Ghost,,Insomnia,Frisk,Cursed Body,Black,50,50,0,25,Amorphous,,45,159,800000,Ordinary,64,115,65,83,63,65,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
354,Banette,Mega Banette,3,1.2m,13.0kg,Ghost,,Prankster,,,Black,50,50,0,25,Amorphous,,45,194,800000,Ordinary,64,165,75,93,83,75,555,https://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
355,Duskull,Duskull,3,0.8m,15.0kg,Ghost,,Levitate,,Frisk,Black,50,50,0,25,Amorphous,,190,59,800000,Ordinary,20,40,90,30,90,25,295,https://assets.pokemon.com/assets/cms2/img/pokedex/full/355.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
356,Dusclops,Dusclops,3,1.6m,30.6kg,Ghost,,Pressure,,Frisk,Black,50,50,0,25,Amorphous,,90,159,800000,Ordinary,40,70,130,60,130,25,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/356.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
357,Tropius,Tropius,3,2.0m,100.0kg,Grass,Flying,Chlorophyll,Solar Power,Harvest,Green,50,50,0,25,Monster,Grass,200,161,1250000,Ordinary,99,68,83,72,87,51,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/357.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
358,Chimecho,Chimecho,3,0.6m,1.0kg,Psychic,,Levitate,,,Blue,50,50,0,25,Amorphous,,45,159,800000,Ordinary,75,50,80,95,90,65,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/358.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
359,Absol,Absol,3,1.2m,47.0kg,Dark,,Pressure,Super Luck,Justified,White,50,50,0,25,Ground,,30,163,1059860,Ordinary,65,130,60,75,60,75,465,https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
359,Absol,Mega Absol,3,1.2m,49.0kg,Dark,,Magic Bounce,,,White,50,50,0,25,Ground,,30,198,1059860,Ordinary,65,150,60,115,60,115,565,https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
360,Wynaut,Wynaut,3,0.6m,14.0kg,Psychic,,Shadow Tag,,Telepathy,Blue,50,50,0,20,Undiscovered,,125,52,1000000,Ordinary,95,23,48,23,48,23,260,https://assets.pokemon.com/assets/cms2/img/pokedex/full/360.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
361,Snorunt,Snorunt,3,0.7m,16.8kg,Ice,,Inner Focus,Ice Body,Moody,Gray,50,50,0,20,Fairy,Mineral,190,60,1000000,Ordinary,50,50,50,50,50,50,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/361.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
362,Glalie,Glalie,3,1.5m,256.5kg,Ice,,Inner Focus,Ice Body,Moody,Gray,50,50,0,20,Fairy,Mineral,75,168,1000000,Ordinary,80,80,80,80,80,80,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
362,Glalie,Mega Glalie,3,2.1m,350.2kg,Ice,,Refrigerate,,,Gray,50,50,0,20,Fairy,Mineral,75,203,1000000,Ordinary,80,120,80,120,80,100,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
363,Spheal,Spheal,3,0.8m,39.5kg,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50,50,0,20,Water1,Ground,255,58,1059860,Ordinary,70,40,50,55,50,25,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/363.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
364,Sealeo,Sealeo,3,1.1m,87.6kg,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50,50,0,20,Water1,Ground,120,144,1059860,Ordinary,90,60,70,75,70,45,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/364.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
365,Walrein,Walrein,3,1.4m,150.6kg,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50,50,0,20,Water1,Ground,45,265,1059860,Ordinary,110,80,90,95,90,65,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/365.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
366,Clamperl,Clamperl,3,0.4m,52.5kg,Water,,Shell Armor,,Rattled,Blue,50,50,0,20,Water1,,255,69,600000,Ordinary,35,64,85,74,55,32,345,https://assets.pokemon.com/assets/cms2/img/pokedex/full/366.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
367,Huntail,Huntail,3,1.7m,27.0kg,Water,,Swift Swim,,Water Veil,Blue,50,50,0,20,Water1,,60,170,600000,Ordinary,55,104,105,94,75,52,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/367.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
368,Gorebyss,Gorebyss,3,1.8m,22.6kg,Water,,Swift Swim,,Hydration,Pink,50,50,0,20,Water1,,60,170,600000,Ordinary,55,84,105,114,75,52,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/368.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
369,Relicanth,Relicanth,3,1.0m,23.4kg,Water,Rock,Swift Swim,Rock Head,Sturdy,Gray,87.5,12.5,0,40,Water1,Water2,25,170,1250000,Ordinary,100,90,130,45,65,55,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/369.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
370,Luvdisc,Luvdisc,3,0.6m,8.7kg,Water,,Swift Swim,,Hydration,Pink,25,75,0,20,Water2,,225,116,800000,Ordinary,43,30,55,40,65,97,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/370.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
371,Bagon,Bagon,3,0.6m,42.1kg,Dragon,,Rock Head,,Sheer Force,Blue,50,50,0,40,Dragon,,45,60,1250000,Ordinary,45,75,60,40,30,50,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/371.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
372,Shelgon,Shelgon,3,1.1m,110.5kg,Dragon,,Rock Head,,Overcoat,White,50,50,0,40,Dragon,,45,147,1250000,Ordinary,65,95,100,60,50,50,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/372.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
373,Salamence,Salamence,3,1.5m,102.6kg,Dragon,Flying,Intimidate,,Moxie,Blue,50,50,0,40,Dragon,,45,300,1250000,Ordinary,95,135,80,110,80,100,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
373,Salamence,Mega Salamence,3,1.8m,112.6kg,Dragon,Flying,Aerilate,,,Blue,50,50,0,40,Dragon,,45,315,1250000,Ordinary,95,145,130,120,90,120,700,https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
374,Beldum,Beldum,3,0.6m,95.2kg,Steel,Psychic,Clear Body,,Light Metal,Blue,0,0,100,40,Mineral,,3,60,1250000,Ordinary,40,55,80,35,60,30,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/374.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
375,Metang,Metang,3,1.2m,202.5kg,Steel,Psychic,Clear Body,,Light Metal,Blue,0,0,100,40,Mineral,,3,147,1250000,Ordinary,60,75,100,55,80,50,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/375.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
376,Metagross,Metagross,3,1.6m,550.0kg,Steel,Psychic,Clear Body,,Light Metal,Blue,0,0,100,40,Mineral,,3,300,1250000,Ordinary,80,135,130,95,90,70,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
376,Metagross,Mega Metagross,3,2.5m,942.9kg,Steel,Psychic,Tough Claws,,,Blue,0,0,100,40,Mineral,,3,315,1250000,Ordinary,80,145,150,105,110,110,700,https://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
377,Regirock,Regirock,3,1.7m,230.0kg,Rock,,Clear Body,,Sturdy,Brown,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,80,100,200,50,100,50,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/377.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
378,Regice,Regice,3,1.8m,175.0kg,Ice,,Clear Body,,Ice Body,Blue,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,80,50,100,100,200,50,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/378.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
379,Registeel,Registeel,3,1.9m,205.0kg,Steel,,Clear Body,,Light Metal,Gray,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,80,75,150,75,150,50,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/379.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
380,Latias,Latias,3,1.4m,40.0kg,Dragon,Psychic,Levitate,,,Red,0,100,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,80,80,90,110,130,110,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
380,Latias,Mega Latias,3,1.8m,52.0kg,Dragon,Psychic,Levitate,,,Purple,0,100,0,120,Undiscovered,,3,315,1250000,Semi-Legendary,80,100,120,140,150,110,700,https://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
381,Latios,Latios,3,2.0m,60.0kg,Dragon,Psychic,Levitate,,,Blue,100,0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,80,90,80,130,110,110,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
381,Latios,Mega Latios,3,2.3m,70.0kg,Dragon,Psychic,Levitate,,,Purple,100,0,0,120,Undiscovered,,3,315,1250000,Semi-Legendary,80,130,100,160,120,110,700,https://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
382,Kyogre,Kyogre,3,4.5m,352.0kg,Water,,Drizzle,,,Blue,0,0,100,120,Undiscovered,,3,335,1250000,Legendary,100,100,90,150,140,90,670,https://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
382,Kyogre,Primal Kyogre,3,9.8m,430.0kg,Water,,Primordial Sea,,,Blue,0,0,100,120,Undiscovered,,3,347,1250000,Legendary,100,150,90,180,160,90,770,https://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
383,Groudon,Groudon,3,3.5m,950.0kg,Ground,,Drought,,,Red,0,0,100,120,Undiscovered,,3,335,1250000,Legendary,100,150,140,100,90,90,670,https://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
383,Groudon,Primal Groudon,3,5.0m,999.7kg,Ground,Fire,Desolate Land,,,Red,0,0,100,120,Undiscovered,,3,347,1250000,Legendary,100,180,160,150,90,90,770,https://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
384,Rayquaza,Rayquaza,3,7.0m,206.5kg,Dragon,Flying,Air Lock,,,Green,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,105,150,90,150,90,95,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
384,Rayquaza,Mega Rayquaza,3,10.8m,392.0kg,Dragon,Flying,Delta Stream,,,Green,0,0,100,120,Undiscovered,,45,351,1250000,Legendary,105,180,100,180,100,115,780,https://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
